scheme_link,details_text,eligibility_text
https://www.myscheme.gov.in/schemes/tnfcr,"The Scheme “Tagore National Fellowship for Cultural Research” has been introduced to invigorate and revitalize the various institutions under the Ministry of Culture (MoC) and other identified cultural institutions in the country, by encouraging Fellows/academicians to affiliate themselves with these institutions to work on projects of mutual interest.","Honorarium:A Tagore National Fellow who is from a University, College, Research Institute, or Government setup in India would be entitled to the same pay, including grade pay, etc., which he/she would have drawn had he/she continued in his/her parent organization. Essential or mandatory contributions of the employer to Provident Fund etc. would be paid by the parent organizations as would have been paid by them had he/she continued in his/her parent organization.A Fellow from abroad or from a set-up other than University, College, Research Institute or Government service, or who has retired from active service and/or is on pension, would be entitled to a fixed honorarium of ₹80,000/- per month.No payment of honorarium would normally be made to a Fellow receiving full funding from other sources up to the level of the honorarium, but such Fellow will, however, receive a Contingency Grant, other allowances, and facilities, as decided by the NSC.Contingency Grant:In case of foreign and Indian research fellows residing or serving abroad and having been selected as Tagore Fellows under Non-MoC institutions, to and fro economy class airfare from their country of residence will be provided/reimbursed by the Ministry once during the course of the Fellowship.Similarly, all fellows under Non-MoC institutions who take up the Fellowship under the Scheme will be reimbursed, on an ‘actual’ basis, contingent expenses for making academic trips, engaging research assistants, etc. up to a maximum ceiling of ₹2.50 lakhs per annum, during the tenure of Fellowship subject to verification of requisite bills by the Nodal Institutions.Note:For Fellows selected under MoC Institutions, the expenditure in this regard will be borne by the concerned MoC Institution from the grant-in-aid received by them from their administrative Division of the Ministry.Accommodation:A Fellow who is not a bona-fide resident of the place of the Participating Institution to which he has proposed to be affiliated and who intends to take up rented accommodation in the city of the desired Institution will be required to indicate this fact at the time of applying for Fellowship.The selected Fellow will be entitled to receive a House Rent Allowance of up to 30% of the honorarium. However, with respect to Fellows from Universities, colleges, Research institutes, or Government setups HRA will be paid by the Parent Organization as per entitlement.The MoC Institutions will bear the expenditure in this regard from the grant-in-aid received by them from their administrative Division of the Ministry.In respect of Non-MoC Institutions, the Ministry of Culture will reimburse the House Rent Allowance directly to Fellows on submission of rent receipts (in original) to the Participating Institutions who will verify and forward the same to the Ministry for reimbursement.Settling Allowance:A Fellow from outstation will be given, if required, a lump sum grant of ₹1.00 lakh as settling allowance for packing/transportation, etc., of his personal belongings from the old station to the new station of his stay during the tenure of Fellowship, if he moves station or otherwise transports books and academic effects.Allowance of an equal amount will also be given at the conclusion of the Fellowship for moving out of station. On a case-to-case basis, economy airfare from his/her place/country of residence will be provided/reimbursed upon joining and at the conclusion of the Fellowship. In this regard, Non-MoC Institutions will bear the expenditure and thereafter seek reimbursement from the Ministry after submission of certified copies of Bills along with justification.Support to Fellows:Infrastructural support will be provided by the Nodal Institution to the Fellows to enable them to conduct their research. This may include the provision of a computer with peripherals and connectivity, working space in the institution’s premises, providing a congenial atmosphere to carry out research, etc. Other facilities, like appropriate seating arrangements, library facilities, etc., will also be made available.One important advantage of this scheme will be the access of the Fellows to national institutions for study and avail original and rare research material. In respect of foreign fellows engaged under this scheme, necessary political/security clearances from the concerned Ministries/Departments shall be obtained by the Ministry of Culture.Encouragement and financial support may also be given to enable the Fellows to present papers at conferences hosted by the concerned institution or other related organizations and institutions, which will be met out/reimbursed, on an ‘actuals’ basis, with a ceiling of ₹1.00 lakh per annum, provided adequate academic interaction is arranged"
https://www.myscheme.gov.in/schemes/ssddap-pudu,"The scheme “Supply of Sarees and Dhoties to Differently Abled Persons” is launched by the Department of Social Welfare, Government of Puducherry. In this scheme, free dhothies and sarees or equivalent Direct Benefit Transfer are provided to the differently abled persons who are benefited under the monthly financial assistance schemes in lieu of Diwali / Pongal / local regional festivals.",Free Dhothies and Sarees or Equivalent Direct Benefit Transfer during Diwali / Pongal / local regional festivals.
https://www.myscheme.gov.in/schemes/soefmgttfotdfa,"""Scheme of Extending Family Maintenance Grant to the Families of the Deceased Famous Artists"" was launched by the Art and Culture Department, Government of Tamil Nadu. The objective of the scheme is to provide a one-time maintenance grant of ₹25,000/- to the families of deceased famous artists of the art disciplines of music, drama, dance, film, and folk arts.","Financial Assistance of ₹25,000/-."
https://www.myscheme.gov.in/schemes/sapaandsdasdsggiapfafsd,"""Scheme of Assistance for the Prevention of Alcoholism & Substance (Drugs) Abuse and for Social Defence Services""","Items Admissible for AssistanceConstruction of a building or extension of existing buildings, or rent of the building where the service is provided (staff quarters are excluded, except in the case of wardens, chowkidar, etc.).Salaries and allowances of staff; minimal administration support can also be considered.Cost of equipment, furniture, etc.Charges related to the delivery of the service (education, training, food, etc.).Stipends, etc., in the case of trainees.Other charges as may be necessary for the proper operation of the program.﻿Norms of Financial AssistanceFinancial assistance will be provided up to 90% of the approved cost, covering both recurring and non-recurring expenditures.The remaining 10% of the cost should be covered by the voluntary agency or any other organization, with a preference for the voluntary organization itself.In cases where an organization operates in a relatively new area where both voluntary and government efforts are limited but the demand for the service is substantial, the government may cover 100% of the cost.Building Grant Limitation: In the case of building grants, the government grant will be limited to ₹10,00,000.Non-Recurring Grant-in-Aid Ceiling: Regarding non-recurring grant-in-aid under the scheme, a ceiling of ₹10,00,000 per annum per project shall be applicable.﻿Benefits for StaffExpenditure on StaffProject Director: ₹8,400 per monthSocial Worker: ₹4,200 per monthDoctor (part-time): ₹6,000 per monthCompounder/Nurse: ₹3,000 per monthVocational Trainer: ₹4,200 per monthDriver: ₹1,800 per monthPeon/Sweeper/Watchman etc.: ₹2,000 per monthMaintenance of BeneficiariesDiet Charges (Per Person per month): ₹600Bedding material (Per person): ₹600 (non-recurring)Uniform/Clothing (per person per annum) : ₹1,000Washing charges (per person per month): ₹150Books & Stationery (per person per annum): ₹400Water & Electricity charges (Per annum): ₹6,000"
https://www.myscheme.gov.in/schemes/aksphssy,"Labor Department of Chhattisgarh State started this scheme ""Asangathit Karmakar Samachar-Patr Hawker Cycle Sahayata Yojana"" for unorganized worker on 10 September 2010. Under this scheme, One cycle will be provided free of cost to each unorganized  beneficiary. The main objective of the scheme to empower the unorganized Samaachaar-Patr Hokar worker through provide them free cycle.",A free of cost cycle will be provided.
https://www.myscheme.gov.in/schemes/amrut,The purpose of the Atal Mission for Rejuvenation and Urban Transformation (AMRUT) is to,"The components of the AMRUT consist of capacity building, reform implementation, water supply, sewerage and septage management, storm water drainage, urban transport and development of green spaces and parks. During the process of planning, the Urban Local Bodies (ULBs) will strive to include some smart features in the physical infrastructure components.﻿The details of the Mission components are given below.Water SupplyWater supply systems including augmentation of existing water supply, water treatment plants and universal metering.Rehabilitation of old water supply systems, including treatment plants.Rejuvenation of water bodies specifically for drinking water supply and recharging of ground water.Special water supply arrangement for difficult areas, hill and coastal cities, including those having water quality problems (e.g. arsenic, fluoride)﻿SewerageDecentralised, networked underground sewerage systems, including augmentation of existing sewerage systems and sewage treatment plants.Rehabilitation of old sewerage system and treatment plants.Recycling of water for beneficial purposes and reuse of wastewater.﻿SeptageFaecal Sludge Management- cleaning, transportation and treatment in a cost-effective manner.Mechanical and biological cleaning of sewers and septic tanks and recovery of operational cost in full.﻿Storm Water DrainageConstruction and improvement of drains and storm water drains in order to reduce and eliminate flooding.﻿Urban TransportFerry vessels for inland waterways (excluding port/bay infrastructure) and buses.Footpaths/walkways, sidewalks, foot over-bridges and facilities for non-motorised transport (e.g. bicycles).Multi-level parking.Bus Rapid Transit System (BRTS).﻿Green space and parksDevelopment of green space and parks with special provision for child-friendlycomponents.﻿Reforms management & supportSupport structures, activities and funding support for reform implementation.Independent Reform monitoring agencies.﻿Capacity BuildingThis has two components- individual and institutional capacity building.The capacity building will not be limited to the Mission Cities, but will be extended to other ULBs as well.Continuation of the Comprehensive Capacity Building Programme (CCBP) after its realignment towards the new Missions.﻿Indicative (not exhaustive) list of inadmissible componentsPurchase of land for projects or project related works,Staff salaries of both the State Governments/ULBs,Power,Telecom,Health,Education, andWage employment programme and staff component."
https://www.myscheme.gov.in/schemes/makssy,"Labor Department of Chhattisgarh State started this scheme ""Mukhyamantri Asangathit Karmakaar Saayakal Sahaayata Yojana"" for unorganized worker on 28 April 2012. Under this scheme, One cycle will be provided free of cost to each women beneficiary. The main objective of the scheme to empower the unorganized female worker through provide them free cycle.",A free of cost cycle will be provided.
https://www.myscheme.gov.in/schemes/sslgiangiaimuif,"""Scheme for Soft Loan to the Grant-in-aid/ Non-grant in Aid Institutions for Maintenance and Upgradation of Infrastructure Facilities"" is a Loan Scheme by the Directorate of Higher Education, Government of Goa. The objective of the scheme is to support the efforts of the management of the Non-Government aided institutions/non-grant-in-aid institutions for the upgradation and maintenance of infrastructural facilities for promoting a conducive atmosphere for learning.","As Goa Education Development Corporation is a Grant in Aid Corporation, Soft loan beneficiaries are assisted by taking loans from Economic Development Corporation and further disbursing it as below:﻿50% of the Loan AmountReleased immediately on the issue of sanction order by the Directorate of Higher Education.﻿40% of the Loan AmountReleased on the production of a certificate from a Government Registered Engineer duly signed by a Chartered Accountant and College Principal/Head of Institution; to the effect that the first instalment of 50% has been fully utilized for the purpose for which it was granted.﻿10% of the Loan AmountReleased subject to the following three conditions:a)  Production of a certificate from a Government Registered Engineer duly signed by a Chartered Accountant and College Principal/Head of Institution; to the effect that 40% of the loan amount has been fully utilized for the purpose for which it was granted.b)  The project is completed and a completion certificate for that effect is produced by the Management.c)  The occupancy certificate is issued by a competent authority to the satisfaction of the Directorate of Higher Education."
https://www.myscheme.gov.in/schemes/faisbscbc,"The scheme “Financial Assistance to Institutions/Societies Belonging to Scheduled Castes/Backward Classes” was launched by the Department of Welfare of Scheduled Castes & Backward Classes, Government of Haryana. The objective of the scheme is to provide financial assistance to the institutions/societies of Scheduled Castes and Backward Classes to enable them to construct/complete/repair/renovate buildings that can be used for community social or educational purposes etc. of Scheduled Castes / Backward Classes and provide basic facilities and equipment in these buildings.","Financial Assistance up to ₹2.00 lakhs may be sanctioned by the Minister in charge, Welfare of Scheduled Castes/Backward Classes.The Chief Minister may sanction grants exceeding ₹2.00 lakhs in genuine cases.In deserving cases, additional funds can also be sanctioned later on for construction/completion/ repair/ renovation of the infrastructure or for providing basic amenities in the building, or for any other purpose.Note 01:Financial Assistance will be sanctioned only for the work to be executed within Haryana State.Note 02:The grant will be utilized for the purpose for which it is sanctioned and not for any other purpose within one year of the date of receipt of the grant. Unspent balance, if any, should have to be returned to the competent authority. In case of default, the amount will be recovered as arrears of land revenue.Note 03:The institutions shall incur the expenditure out of this grant in the most economical manner.Note 04:Any institution/society found guilty of non-fulfillment of the conditions shall be debarred from being considered for release of Government grant for a minimum period of three years or more as may be decided by the competent authority."
https://www.myscheme.gov.in/schemes/dp-cmsguy,"The ""Development of Playfield"" Scheme is a Component under the Umbrella Scheme of ""Chief Minister Samagra Gramya Unnayan Yojna (CMSGUY)"" by the Govt. of Assam. CMSGUY was launched by Hon'ble Chief Minister Sarbananda Sonowal on 5th February 2017 in Guwahati. The scheme is being implemented in a mega-mission mode across Assam. CMSGUY will be implemented through a saturation model by covering each revenue village through focused interventions in direct economic activities, logistic support including market linkages, and community support.","Facilities Proposed to be Created:Improvement of the existing playfield with earth-filling, leveling with approved soil or as per requirement.Turfing with local suitable grass.Dressing room for boys, girls, and officials with electricity and provision for adequate running water in the toilet.Fixing of Football Goal Post of standard size (one pair) 24 feet x 8 feet made of GI Pipe of 4” to 5” in diameter with white paint.Boundary Wall.NOTE:The playing facilities for Volleyball can also be developed where spaces are available.﻿Football Ground:(Dimension of Football Field as per FIFA)Standard:Length: Minimum 90 metres / Maximum 120 metres; Width: Minimum 45 metres / Maximum 90 metresInternational:Length: Minimum 100 metres / Maximum 110 metres; Width: Minimum 64 metres / Maximum 75 metresThe minimum available playing area of the existing field should be: Length: 90 metres; Width: 45 metresThe size of the Goal Post is 24 ft x 8 ft and made of 5-inch diameter steel tubular pipe with white paint.﻿Volleyball Court:The size of the Volleyball ground is 18 metres x 9 metresThe height of the Volley Post is 2.43 metres for men and 2.24 metres for women made of 5-inch diameter steel tubular pipe with white paint and adjustable height for men & women both.The earth filling should be done with sandy and loamy soil.The compaction of the playfield should be made with a light roller not exceeding 2 tons."
https://www.myscheme.gov.in/schemes/pmgsy,"With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations with a population of up to 500(Census 2001) in plain area and 250 and above in Special category States(States of North East, Jammu, and Kashmir, Himachal Pradesh, Uttarakhand), Desert Area as identified by Desert Development Program and 88 selected Backward Districts as identified by the Ministry of Home Affairs/Planning Commission as a strategy for poverty alleviation.",The benefits of the Pradhan Mantri Gram Sadak Yojana (PMGSY) are -1.  All-weather connection to the hamlets that are least or not connected.2.  Overall Development of the country allows for easy movement of goods and vehicles.3.  There are better employment opportunities for those from villages thanks to road connections.
https://www.myscheme.gov.in/schemes/otcild-sw,"""One Time Cash Incentive towards Learning Driving"" is a Welfare Scheme by the Armed Forces Flag Day Fund of the Department of Sainik Welfare, Puducherry. Through this scheme, up to ₹4,000/- is provided to the unemployed Ex-servicemen (ESM) to learn to drive. The driving course should be taken from a Government-recognized School/Institution, with prior permission from the Department of Sainik Welfare, Puducherry. The applications are accepted offline.","A one-time cash incentive of ₹4,000/- is provided to take a course on driving.The amount is credited to the beneficiary’s Bank Account through RTGS/ NEFT."
https://www.myscheme.gov.in/schemes/mlgs,"""Mumkin - Livelihood Generation Scheme"" is an initiative launched by the Jammu & Kashmir State specifically aimed at empowering its young population. Recognizing the challenges faced by unemployed youth, this program offers financial assistance to help them embark on their journey towards self-employment. By providing subsidies and facilitating bank loans, Mumkin removes a significant financial barrier for aspiring young entrepreneurs, allowing them to invest in small commercial vehicles and establish themselves within the transportation sector. This not only fosters self-reliance among Jammu & Kashmir's youth but also injects fresh energy and resources into the local economy.","Up to ₹80,000 subsidy (or 10% of on-road price, whichever is lower) per beneficiary from Mission Youth.Matching subsidy from the vehicle manufacturer (equal to Mission Youth's contribution)."
https://www.myscheme.gov.in/schemes/makimstc,"Labor Department of Chhattisgarh State started this scheme ""Mukhyamantri Asangathit Karmakar Ijjat Monthly Season Ticket Card Yojana"" for unorganized worker on 19 June 2017. The main objective of the scheme to empower unorganized worker by providing travel pass for train.",Train pass for daily travel up to a maximum of 150 kilometers.
https://www.myscheme.gov.in/schemes/spy-gbocwwb,"The “Shramik Parivahan Yojana” is implemented by the Gujarat Building and Other Construction Worker’s Welfare Board (GBOCWWB), Labour, Skill Development & Employment Department, Government of Gujarat. Under the scheme, the registered construction workers will be provided a bus pass through the Municipal Corporation at a concessional rate for commuting from Kadianaka to the workplace.","Under the scheme, registered construction workers will receive a bus pass at a concessional rate for commuting from Kadianaka to the workplace.Under the scheme, the beneficiary is required to contribute 20% of the pass amount, while the board covers the remaining 80%.Note:The pass shall be issued at a concessional rate monthly or quarterly or six-monthly or annually as per the demand of the registered construction worker."
https://www.myscheme.gov.in/schemes/mlgs,"""Mumkin - Livelihood Generation Scheme"" is an initiative launched by the Jammu & Kashmir State specifically aimed at empowering its young population. Recognizing the challenges faced by unemployed youth, this program offers financial assistance to help them embark on their journey towards self-employment. By providing subsidies and facilitating bank loans, Mumkin removes a significant financial barrier for aspiring young entrepreneurs, allowing them to invest in small commercial vehicles and establish themselves within the transportation sector. This not only fosters self-reliance among Jammu & Kashmir's youth but also injects fresh energy and resources into the local economy.","Up to ₹80,000 subsidy (or 10% of on-road price, whichever is lower) per beneficiary from Mission Youth.Matching subsidy from the vehicle manufacturer (equal to Mission Youth's contribution)."
https://www.myscheme.gov.in/schemes/ftstbdp,"The scheme ""Free Travel in S.T Bus to the Disabled Persons"" was launched by the Director Social Defence, Department of Social Justice & Empowerment, Government of Gujarat. Under this scheme, the benefit of free travel in all types of busses of the Gujarat State Road Transport Corporation is provided to Persons with Disabilities in all state routes and also provides the benefit of travel to the last route out of state. The scheme is fully funded by the state government.","Under this scheme, a free traveling facility is provided to Persons with Disabilities in all types of buses of Gujarat State Road Transport Corporation.The benefit of free travel is also provided up to the final/last station of the bus route in the case of travel outside the state of Gujarat.A card is also issued by the District Social Defense Officer after the approval of the application."
https://www.myscheme.gov.in/schemes/slstt,"The scheme ""Sri Lanka's Sita Temple Tour"" was started by the Religious Trusts and Endowments Department, Government of Madhya Pradesh. The objective of this scheme is to provide financial assistance to state pilgrims traveling to the Sita Temple and Ashoka Vatika in Sri Lanka, as well as the Angkor Wat Temple in Cambodia.","Under this scheme, natives of Madhya Pradesh who complete visits to Sita Temple & Ashok Vatika in Sri Lanka, as well as Angkor Wat Temple in Cambodia, are eligible for reimbursement.Upon submission of the certificate detailing the actual expenses incurred, the State Government will reimburse 50% of the total expenses, up to a maximum of ₹30,000/-."
https://www.myscheme.gov.in/schemes/cmpsy,The scheme “Chief Minister’s Paryatan Siksha Yojana” was launched by the Government of Arunachal Pradesh to promote tourism and develop the industry by means of trained individuals.,"Sponsorship to study and take up courses in the field of tourism.The local youths may enroll in courses such as B.Sc. (Hospitality and Catering) and Diploma/PGD courses (Food Production, Food & Beverage Service, Front Office, Housekeeping, Bakery & Confectionaries).8 students of the State will be sponsored to take up B. Sc. (H&C) for 3 years degree course in a prestigious Institute recognized by the Ministry of Tourism, Government of India.25 students of the State will be sponsored to take up a Diploma course for one and half years in five demand-driven categories being offered by the Food Craft Institute, Nagaon, Assam which is affiliated with National Council for Hotel Management and Catering Technology."
https://www.myscheme.gov.in/schemes/cmpvy,The scheme “Chief Minister’s Paryatan Vikas Yojna (CMPVY)” was launched by the Government of Arunachal Pradesh to develop tourism facilities in the state to attract more tourism.,Direct loan subsidy of ₹5.00 lakh is provided to open Patisserie.Homestays and procure equipment for adventure tourism.
https://www.myscheme.gov.in/schemes/mtyyd,Details,"BenefitsFree travel for senior citizens who cannot bear to travel alone.Delhi Govt sent senior citizens living in Delhi’s old age homes on a trip.In case of travelling with a spouse, the facility of only one attendant will be available.The Delhi government bears all the expenses on the pilgrimage, including the travel, food and accommodation charges.Facilities like paramedical staff and attendants are also provided during the journey."
https://www.myscheme.gov.in/schemes/mtdip,Homestays: Provision of affordable accommodation to tourists in private houses with basic amenities would help in bridging the gap in the shortage of accommodation in the State during the tourist season.,"To encourage public participation in the tourism sector, homestay accommodation would be given an incentive as follows:-1)	Assistance of 30% of the project cost limiting the project cost to a maximum of Rs 16.00 Lakhs2)	The maximum number of rooms that can be constructed under this scheme will be limited to 4 ( four) rooms3)	Each room should necessarily be having a minimum area of approximately 15 sq. m4)	Each room should consist of a bedroom and an attached toilet with modern fittings and a walk-in closet.5)	Entrepreneur’s contribution would amount to 2% of the project cost﻿To encourage private participation in the construction of such resorts incentives would be given to entrepreneurs as follows :-1)	 Assistance of 30% of the project cost limiting the project cost to Rs 1.00 Crores2)	The resorts should consist of minimum 10 ( ten) numbers of rooms3)	Each Cottage should have a minimum plinth area of 24 sq m4)	Should have spaces for central reception area with lobby, restaurant, kitchen etc having a built up area of 240 sq m approximately.5)	Entrepreneur’s contribution would amount to 2% of the project cost﻿"
https://www.myscheme.gov.in/schemes/acbbhses,"The Directorate of Tourism, Andaman & Nicobar Administration, is implementing the ‘Andaman & Nicobar Bed & Breakfast/Homestay Scheme’ all over the Island based on the approved guidelines of the Ministry of Tourism, Govt. of India, under the scheme “Incredible India Bed & Breakfast/Homestay Establishment”. The concept of the scheme is to provide supplementary and quality accommodation for foreigners and domestic tourists to stay with an Indian family to experience Indian customs and traditions.","The scheme will be on a bed-and-breakfast basis, and charges will have to be levied accordingly. The type of breakfast to be offered will have to be specified, the charges will have to be displayed, and the visitors will have to be informed in advance to avoid unnecessary disputes.Once an establishment applies for classification or reclassification, it will have to be ready at all times for inspection by the Classification Committee. No requests for deferment of inspection will be entertained.Classification will be valid for three years from the date of issue of orders or, in the case of reclassification, from the date of expiry of the last classification, provided that the application has been received within the stipulated time, i.e., 3 months before the expiry of the last classification.The application fee payable for classification or reclassification of a B&B or homestay will be as follows, and the demand draft will be payable to the Sr. Accounts Officer, Directorate of IP&T, Port Blair.Star CategoryFor Classification / ReclassificationSilver₹ 1000/-Gold₹ 2000/-﻿"
https://www.myscheme.gov.in/schemes/skhausy,"Labor Department of Chhattisgarh State started this scheme ""Safai Karmakar Hetu Aavashyak Upakaran Sahayata Yojana"" for unorganized worker on 02 September 2015. The main objective of the scheme to empower unorganized worker by providing required equipment for their work.","Registered sanitation workers will receive a grant of ₹ 700/- (Indian Rupees seven hundred only) to purchase essential equipment such as gum boots, gloves, masks, and aprons.Assistance amount will be provided every year."
https://www.myscheme.gov.in/schemes/amrut,The purpose of the Atal Mission for Rejuvenation and Urban Transformation (AMRUT) is to,"The components of the AMRUT consist of capacity building, reform implementation, water supply, sewerage and septage management, storm water drainage, urban transport and development of green spaces and parks. During the process of planning, the Urban Local Bodies (ULBs) will strive to include some smart features in the physical infrastructure components.﻿The details of the Mission components are given below.Water SupplyWater supply systems including augmentation of existing water supply, water treatment plants and universal metering.Rehabilitation of old water supply systems, including treatment plants.Rejuvenation of water bodies specifically for drinking water supply and recharging of ground water.Special water supply arrangement for difficult areas, hill and coastal cities, including those having water quality problems (e.g. arsenic, fluoride)﻿SewerageDecentralised, networked underground sewerage systems, including augmentation of existing sewerage systems and sewage treatment plants.Rehabilitation of old sewerage system and treatment plants.Recycling of water for beneficial purposes and reuse of wastewater.﻿SeptageFaecal Sludge Management- cleaning, transportation and treatment in a cost-effective manner.Mechanical and biological cleaning of sewers and septic tanks and recovery of operational cost in full.﻿Storm Water DrainageConstruction and improvement of drains and storm water drains in order to reduce and eliminate flooding.﻿Urban TransportFerry vessels for inland waterways (excluding port/bay infrastructure) and buses.Footpaths/walkways, sidewalks, foot over-bridges and facilities for non-motorised transport (e.g. bicycles).Multi-level parking.Bus Rapid Transit System (BRTS).﻿Green space and parksDevelopment of green space and parks with special provision for child-friendlycomponents.﻿Reforms management & supportSupport structures, activities and funding support for reform implementation.Independent Reform monitoring agencies.﻿Capacity BuildingThis has two components- individual and institutional capacity building.The capacity building will not be limited to the Mission Cities, but will be extended to other ULBs as well.Continuation of the Comprehensive Capacity Building Programme (CCBP) after its realignment towards the new Missions.﻿Indicative (not exhaustive) list of inadmissible componentsPurchase of land for projects or project related works,Staff salaries of both the State Governments/ULBs,Power,Telecom,Health,Education, andWage employment programme and staff component."
https://www.myscheme.gov.in/schemes/pahal-dbtl,"PAHAL (DBTL) has been introduced to curb the diversion of subsidized LPG. Under the scheme, Consumers will pay the market price for the domestic cylinder and the subsidy will be transferred directly to their bank account. This removes the incentive to divert the domestic LPG cylinders, which moved in the supply chain at almost half of their real market price.","A. Government of Indiai. The launch of PAHAL (DBTL) will reduce the subsidy burden due to:a) Elimination of supply chain leakages and unauthorized usage.b) Allow consumers to opt out of subsidy, andc) Reduction in multiple connections by way of Aadhaar-based De-duplication.ii. Improvement in public service delivery.﻿B. LPG Consumersi. LPG Consumers get LPG subsidies in cash directly in their bank account automatically.ii. With the removal of the incentive for diversion, the entitlement will be protectediii. Improved availability of new LPG connections in the market.iv. Reduction in back-log due to reduced diversion﻿C. Oil Marketing Companies (OMC)i. Reduction in administrative overheads due to:a) Lesser policingb) Reduction in grievances related to unauthorized usage, diversion, and delayed deliveries.c) Public auditing of Subsidyii. Allow focus on consumer relationship managementiii. Improved quality of consumer database which can be leveraged for better data mining leading to improved services.iv. Removal of multiple connections / fake & ghost LPG consumers.v. Reduction in product shortage and better management of imports."
https://www.myscheme.gov.in/schemes/pmuy,"In May 2016, the Ministry of Petroleum and Natural Gas (MOPNG), introduced the ‘Pradhan Mantri Ujjwala Yojana’ (PMUY) as a flagship scheme with an objective to make clean cooking fuel such as LPG available to the rural and deprived households which were otherwise using traditional cooking fuels such as firewood, coal, cow-dung cakes etc. Usage of traditional cooking fuels had detrimental impacts on the health of rural women as well as on the environment.","Rs. 1600 for a connection 14.2kg cylinder or Rs. 1150 for a 5 kg cylinder.Additionally, All PMUY beneficiaries will be provided with first LPG refill and Stove (hot plate) both free of cost along with their deposit free connection.﻿Note:Priority would be given to the states which have lower LPG coverage (Compared to the national average) as on 1st Jan 2016."
https://www.myscheme.gov.in/schemes/sbm-u,A sanitation scheme for the construction of Individual Household Latrines (IHHL) for urban households. The Mission has the following components:,"A Financial support of minimumRs - 6667 (in Andhra Pradesh ,Bihar, Chhattisgarh ,Goa, Gujarat, Haryana, Jharkhand, Karnataka ,Kerala, Madhya Pradesh, Maharashtra ,Odisha, Punjab, Rajasthan, Tamil Nadu, Telangana, Uttar Pradesh, West Bengal),Rs - 12,000 (in Uttarakhand, Himachal Pradesh, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Assam)Rs - 5333 (in Union Territories) is provided for Toilet Construction﻿﻿"
https://www.myscheme.gov.in/schemes/bsy,Detailed,"BenefitsThe Bal Sakha Yojana provides expert care to newborn babies to ensure child healthUnder this scheme, the paediatrician attends all eligible newborns at the place of birth and has to ensure their survival by providing early neonatal care including immunizations at birth, nutrition advice.﻿"
https://www.myscheme.gov.in/schemes/gmgmach,"The scheme “Grant of Mahatma Gandhi Memorial Award for Clean Houses” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to motivate the Scheduled Caste people to keep their houses neat and tidy. Incentives in the form of household articles worth ₹500/- for each selected beneficiary is being given.",Incentives worth ₹500/- in the form of household articles.
https://www.myscheme.gov.in/schemes/sbm-g-i,"To accelerate the efforts to achieve universal sanitation coverage and to put the focus on sanitation, the Prime Minister of India had launched the Swachh Bharat Mission on 2nd October 2014. Under the mission, all villages, Gram Panchayats, Districts, States and Union Territories in India declared themselves ""open-defecation free"" (ODF) by 2 October 2019, the 150th birth anniversary of Mahatma Gandhi, by constructing over 100 million toilets in rural India. To ensure that the open defecation free behaviours are sustained, no one is left behind, and that solid and liquid waste management facilities are accessible, the Mission is moving towards the next Phase II of SBMG i.e ODF-Plus. ODF Plus activities under Phase II of Swachh Bharat Mission (Grameen) will reinforce ODF behaviours and focus on providing interventions for the safe management of solid and liquid waste in villages.","BenefitsThe Swachh Bharat Mission (Gramin) launched on 2nd October, 2014, by modifying the erstwhile Nirmal Bharat Abhiyan (NBA), is a community-led and people-oriented program aimed at universalizing safe sanitation. Swachh Bharat Mission (Gramin) is the only sanitation programme implemented by the Ministry of Drinking Water and Sanitation (now Ministry of Jal Shakti).Financial support of Rs - 12,000 for APL and BPL Rural households  including storage for handwashing and cleaning of the toiletPayment of incentives may be in cash or in the form of construction materials or credit vouchers for such materials.﻿Activities under the Scheme:﻿Construction of Individual Household Latrines (IHHL)Construction of Community Sanitary Complexes (CSCs).Solid Liquid Waste Management (SLWM) activities.Information, Education and Communication (IEC)Human Resource Development (HRD) activities.﻿﻿﻿"
https://www.myscheme.gov.in/schemes/hpmvssp,﻿,"Block Level:The Gram Panchayat that attains the first position at the block level receives a cash prize of 1 lakh rupees. This monetary reward serves as recognition for their exemplary efforts in maintaining cleanliness and sanitation within their community.District Level:The prize amount increases to 3 lakh rupees at the district level. Two Gram Panchayats can receive the prize if a district has more than 300 Gram Panchayats. This encourages healthy competition among Gram Panchayats within the district, fostering a cleaner and more hygienic environment.Division Level:The winning Gram Panchayat at the division level is awarded a cash prize of 5 lakh rupees. This higher prize amount recognizes the exceptional cleanliness standards achieved by the Gram Panchayat within their division.State Level:The highest recognition and incentives are reserved for the winning Gram Panchayat at the state level. The state-level winner receives a generous cash prize of 10 lakh rupees. This substantial reward serves as a testament to their outstanding commitment to cleanliness and sanitation practices."
